idRestaurant,inspectionDate,violationCode,violationDescription,criticalFlag,score,grade,idInspection
41185928,2015-12-30,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,2410069a-89bd-4fa8-a462-74fb265a5dc8
50034535,2016-02-03,20F,Current letter grade card not posted.,Not Critical,0,,c6dee919-86f2-4439-938c-3cb25cadc77a
41696881,2014-02-21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,776c06e6-a5b3-41fa-a913-daf5632920c0
50005413,2014-02-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,270c2d42-2259-4e1a-a7b6-406f7c2cdd54
41441562,2015-12-22,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,,d5eeeaa5-afc1-4022-856c-56d53d970f75
50013975,2015-08-20,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,A,6ba7e526-c18b-4ac5-92b7-2715719c321d
50002500,2013-11-22,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,9b8261ab-dd56-4b16-89e5-8e9f9aa9502f
50014664,2015-05-07,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,,f1b930c6-6f9d-4d0e-938a-8137d3cf6688
50054901,2016-09-28,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,4,Not Yet Graded,8d9d3337-eef5-49be-aae8-f8ecc6b570b9
41390347,2016-08-01,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18,,d6849ff2-5021-42d7-a1ff-aa6c4605ca49
41044884,2016-03-04,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,234e7e66-2c02-477f-b45b-46715cd152e1
41631052,2015-04-04,,,Not Applicable,0,,e09dd06e-8fa7-4762-bf17-9a7a6b618e7e
50002482,2014-09-15,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19,B,5f627860-ad2a-4b6a-8e90-3fa155f6acbd
40739276,2013-08-08,,,Not Applicable,0,A,a102098f-ddb1-4867-9b36-fdc10f6f52ac
41232100,2015-07-08,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,15,,bc4ac681-bc9b-49ce-b043-79ce28d0b581
41716444,2013-06-28,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,,be18a668-78f1-470e-a1ed-dbcf8adbb8d2
40539007,2014-02-11,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,17,,0d69714c-9e7c-4051-9456-c1e89b2b46bb
40978159,2015-09-10,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,,fdb64d3e-2752-435c-b133-a4c9807171c2
41710558,2015-11-06,04M,Live roaches present in facility's food and/or non-food areas.,Critical,13,,d84ab920-5bbe-4172-90bf-b5fb5365a5d1
40389732,2016-03-29,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,9,A,a11845e9-9f7d-4f11-8580-2aa51ac90660
41669112,2016-08-16,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,28,,e00d39a7-a49b-4fc4-a005-4a8cdbc85931
50010216,2016-04-06,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,a492a9b4-89aa-44f9-b02d-4a3213cf3577
41548181,2014-06-02,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,7ca42f6b-010b-42c2-8998-ea028549f291
50017534,2014-12-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,35,,2e19913f-1c07-49ac-844e-3a78cd45f6d5
50006762,2016-02-16,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,,fc17dc62-dbf4-4745-94ef-a5f8d079cbde
50001786,2013-09-13,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,24,,636f30ec-ed06-4ba5-b64f-1be3e1c112b5
50033458,2015-05-05,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,26,,563517ee-df1c-4c28-8f28-6d1daf4a3126
50015114,2016-06-01,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,,2a78ce5c-ad9e-4afb-80fd-d63c6ef2247b
41450854,2013-06-14,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,12,A,18568d46-594f-4740-a645-29a18d109e1b
41228752,2015-04-14,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,0d51958c-5189-47b8-90d5-c3c4c2b04e2a
50018166,2015-03-05,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,,05e37353-3d6c-4d30-8be3-5b3a28eefb8d
50055426,1900-01-01,,,Not Applicable,0,,44a62d97-6239-43d2-9583-fb3211e2587f
50008241,2015-03-06,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,,e7984186-f209-40c7-8e85-2d55dfed2f51
41474882,2016-09-07,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,25,,f1e7a222-63d5-418e-9c35-5e1a174c9f12
41685696,2013-11-01,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16,,648a9bed-baed-453b-8442-57b579838a74
40388260,2016-01-26,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,dd66c8aa-d5d7-4418-8e70-d1c7bb61e04c
41275242,2014-11-12,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,18,,cd9165e4-100e-4a15-b9bf-91ee566636d7
41224493,2016-08-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,14,,4319241a-6ede-4db7-97a6-4a1f2af7332b
50019052,2015-04-07,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,13,A,5b4e8569-d83a-4194-a524-cd97f8d62790
41716292,2014-11-14,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,0eb534b6-e55c-4b6b-8d74-b8fa23e0e2a1
50046135,2016-08-05,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,6,A,9a9c6e77-c54f-47c7-86f4-4b6f332e6cf2
41172734,2015-04-27,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,,f8b64e2a-327a-468a-a01b-0544b77b7a0d
40389011,2014-04-03,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,18,,5e55994d-3bc0-4cc7-9d34-42a2e1874455
41462643,2014-06-26,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,55,,34fe404b-2446-4b80-b94e-08798e80c406
50042171,2016-08-25,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,B,6f5abb5a-51d6-4563-a2dd-147150e234eb
40397625,2016-09-08,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,34,,689214a9-fa79-458a-bb8e-5beef439fc24
50047650,2016-08-18,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,63,,abd14401-b66d-442b-8038-dfd59ee00d0c
41022984,2015-12-17,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,34,C,d8bbe51c-351d-4069-8cd7-865aee7ac916
41535368,2015-09-21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,,34c42cdb-e34e-43d8-a9f3-545621875a47
41383250,2016-02-29,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,16,,b88473be-a431-473b-9610-448ca1a4d6f0
40718574,2014-06-11,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,56,,738faeb3-b30a-4c10-909a-7b2f92d10229
40576554,2013-09-16,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,48,,be47de36-078e-434c-aa26-0f322b9839ad
50032597,2015-03-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,54e842c0-0810-4303-ab85-2b0983fa2fef
50003894,2014-04-01,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,,8e7879d7-8b48-4a85-a7c4-accaee8f5c78
41556098,2016-01-25,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,15,,808ff32e-5876-43a3-9a98-1fd2b7a0fd42
40842437,2016-04-02,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,,acc8f78e-e018-4749-a184-c2c063505804
50036317,2015-08-20,05C,Food contact surface improperly constructed or located. Unacceptable material used.,Critical,30,,334fcec0-035c-47ae-8ffd-255bb3cbe24b
50007949,2015-09-29,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A,b0170e7a-664d-44ba-9b74-98117c2d1a78
41356077,2014-11-20,,,Not Applicable,0,,4855957c-ba9c-44b9-8ca1-21c07602d710
41194868,2015-04-30,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,,0bc4138c-e4a4-4c73-a410-eca53aa03384
40877421,2013-08-19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,38,C,d4037d87-b5de-4b87-888b-a22a7d321d41
41541665,2014-05-06,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,19,,b3d589ee-ed3d-4081-95f6-faeff4b5704f
41699603,2015-08-19,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,,eb53e09b-bcdb-429b-b811-9fecf9e7733f
40585403,2014-11-10,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,87492f0a-f398-4a70-8da9-aca1839141db
40926286,2013-12-19,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,21,,a0acffd3-bf67-4efc-b955-eab44a24b902
50050429,2016-08-29,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,47,,081238ca-d2ff-4a3c-b383-d57af396dcfd
50037065,2016-05-26,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,,8f8b95fb-ae3a-47ec-8185-d3d97e18de86
41538262,2015-07-14,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,25,,a17117ad-3fac-4274-8d4d-eb162e537ea9
50000866,2014-06-19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,06159abe-1c4e-4fc6-8629-9e394ce44fa9
50017285,2016-02-25,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,A,aab2c880-7d8b-4486-afc4-71fc05ca2fe6
50012285,2014-07-02,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,23,,2a59a7b1-e976-42d1-bcb1-6c0b3adfd02a
50004203,2015-05-21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,756360c6-8cee-4b58-a97b-d14ac9f78342
40372422,2014-01-29,09C,Food contact surface not properly maintained.,Not Critical,7,A,d0a6dc68-72dd-49de-9c3f-dbf362ad111e
41059145,2016-02-10,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,8a4d1563-1532-4770-a652-daa37b280a79
40965177,2015-08-19,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,18,B,92b015c9-5ef0-4229-bfb7-ae113aca19e7
41694170,2012-12-28,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,21,,db7273d5-4f07-42ea-8890-66e2ae34243b
41711365,2016-05-23,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,7,A,d2e6ccc3-6482-438a-835d-223c22e99a6f
50003387,2014-09-02,15T,Original label for tobacco products sold or offered for sale.,Not Critical,0,,0c12826a-e101-4461-9ef5-7273b33e6c14
41705437,2013-10-09,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,25,,3df357af-e633-4696-a79d-2af503b47266
40592490,2016-02-06,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,93ac61bf-c614-4fbc-b455-c25dde3b7c46
41314307,2013-09-24,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,36c0d62a-909c-42d6-b73b-71e5f4a92399
41404997,2013-09-16,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,629c4c69-55bf-4d42-a5e4-c5259b494421
41468186,2015-09-17,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,2eb8fb55-e264-4524-823e-40419c79b870
50040061,2016-01-12,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,17,,516365c3-a2d6-42a6-bc15-4d238f03fc96
41708194,2014-03-17,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,51,C,a2e6d566-2d8e-4ba1-a301-a6db7ce1448c
50013680,2016-09-09,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,P,d38bee86-45e4-4342-a983-da63eceb3ca1
41659901,2015-09-24,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,17,,6131146f-78a3-4781-a4bb-bdb7cbf46013
41614161,2013-09-18,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,87342953-a17c-4410-940d-842402e41092
50019090,2015-08-27,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,37,,239c8f1c-329f-4cb9-9d5b-872171f6e10f
50014784,2016-05-24,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,553a63f7-caee-45dc-b0a9-4f7022fab910
50004296,2014-01-02,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,4ce04af6-699d-491d-b3c3-b0a2411b9842
41320401,2014-09-02,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,28,C,4303f74d-930d-499e-b04f-b11184c98fa7
41708279,2016-02-24,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,,51b31ea1-ab83-4280-907d-755e85854723
41416781,2014-08-12,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,9,A,e95a2ffc-7e44-4766-a659-b8d953da63fb
41715751,2016-01-05,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,A,35815cdf-beff-4d15-877d-c302fb660d49
41224482,2016-06-07,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,7c938f7e-d531-4bd8-8d4a-024072b4c36e
41603499,2014-10-21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,60,,2b676757-055d-4412-ba0f-e6690325db7b
40922528,2013-09-23,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,25,B,79810a4f-64e1-4e90-81df-1ffaa64b9d8c
41710782,2014-07-10,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,78d44e91-73e4-4be4-8ade-4dd2b62a0235
50042315,2015-10-01,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,,ce7fa167-0a10-4848-87dc-4f2c0e115d11
41555664,2014-08-06,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,,44e36be0-2d87-4a31-ada4-f30adade5757
40755548,2014-05-30,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,06e35cca-9d92-482b-85de-5e313300f3fa
40368555,2015-04-16,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,d30c4f85-0b0d-45a1-b85e-61b0fd760f4e
50014734,2016-06-22,15I,''No Smoking' and/or 'Smoking Permitted' sign not conspicuously posted. Health warning not present on 'Smoking Permitted,Not Critical,0,,c7b01a67-9268-40de-b21a-ff29b9bedd87
41722730,2014-04-30,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,B,b6495aa2-f9a5-4f52-8030-69e4027dc772
40392939,2013-06-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,36,C,f6989281-922d-4860-9699-9a22456aa55a
41276122,2015-01-06,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,be564d3b-7996-4861-aa82-d2e85bd8ee70
41547646,2013-12-04,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,96fda519-0e20-41c0-bf7a-8033deb93ac8
41654422,2015-04-04,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,,55435c43-b812-4829-a7d6-9b44472dc0e4
41115145,2016-05-31,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,,83487fa8-80ce-40e1-b884-a45805a45718
50011097,2014-08-18,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,10,A,256c4970-0578-40a3-addb-6200f6761a55
41341835,2016-01-26,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer's documentation not maintained on site.",Not Critical,0,,bbbc5b7a-82ae-4d30-aedf-b7f5f0534538
50010581,2014-06-16,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,12,A,41061339-dfe9-4c2d-853d-2b1dd1761943
40402284,2015-08-24,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,,8ab7633a-83c1-431f-932f-3c6429aa12f7
50048711,2016-07-06,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,9855e686-7ccd-4174-9f38-70de06e37636
41300619,2013-05-22,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,20,,1a2e8b2d-6fb5-4c48-b3cc-7abe0a735736
41696737,2012-12-14,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,4,A,74b8a0b2-732c-4349-9a63-04a2648f6e7a
50006691,2015-08-24,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,,79bb4cfd-338d-491b-976e-172b2d0d65e4
41669112,2015-12-28,20F,Current letter grade card not posted.,Not Critical,0,,72e79aef-f699-42be-8d43-eec07f251e73
50046659,2016-05-26,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,c54b33e0-871d-425e-8749-f672e67ecd1a
41541117,2014-04-08,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,32,C,33c6d963-45f7-4e05-b97d-0627e768adae
50011507,2014-10-16,10J,''Wash hands' sign not posted at hand wash facility.,Not Critical,21,B,d45fff72-b179-4275-8d54-0bac4cb6a5f3
41687169,2013-04-24,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,60,,f7917e64-765d-4597-8521-2d58cb3c9ace
41631475,2014-02-05,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,18,,379f148f-1c2a-4092-807f-6fd743670ba2
41572685,2014-03-18,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,56,,9a67a40b-3703-4f14-8ec1-47415da3ba65
41498508,2016-03-24,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,14,,183de940-4297-4b68-b89a-a92579e516f5
41705491,2015-03-30,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,10,A,528bfbf0-c8b4-4014-89f4-4cc5286925a9
41491315,2014-03-27,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,59d088de-4fff-4e1e-be71-3be8c7f028eb
50004619,2015-07-31,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,15,,d365eafe-9d43-4e42-ae78-0a983bc50d4a
41664870,2014-05-15,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,14,B,7233944f-0a93-4669-b8a9-40a21a0b56fc
50002889,2015-11-24,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,33,,3a82ceb1-9c1f-4051-898a-95ac3722fc50
50008061,2015-03-18,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,f533f1ad-9f3c-43c5-a6a4-397736a6fe26
41428640,2014-05-01,09B,Thawing procedures improper.,Not Critical,21,,75f0f8e6-b631-4e8c-8d39-f27309cf7a1a
50045788,2016-04-05,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,72,,78565263-7e5b-462e-8142-54b7651b1c53
41717867,2015-03-09,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,20,B,258852fe-bb1e-40bb-a34f-b0d5056700a7
41530056,2016-10-11,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,3aa7b402-2454-4333-b216-878f75e345ac
50038379,2016-06-21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,54da7ce0-4218-4dd5-86ab-f3ecfc7a03ae
50002053,2015-10-08,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,8,,d12f4b52-c020-41b1-857a-f579ee962718
