idRestaurant,name,borough,buildingnum,street,zipcode,phone,cuisineType,inspectionDate,violationCode,violationDescription,criticalFlag,score,grade
50015011,ROAST KITCHEN,MANHATTAN,27,E 13TH ST,10003,2127764053,Salads,2015-10-09,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,25,
50008938,AVENUE X PIZZA & GRILL,BROOKLYN,2201,AVENUE X,11235,7187698200,Pizza/Italian,2015-12-17,,,Not Applicable,0,
40662141,J AND D PIZZA,QUEENS,9853,63 ROAD,11374,7182754347,Pizza,2014-01-29,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,
50039095,WAHLBURGERS,BROOKLYN,3015,STILLWELL AVE,11224,7189757330,Hamburgers,2016-02-08,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A
41599911,INCOGNITO BISTRO,MANHATTAN,30,WEST   18 STREET,10011,2124141231,Continental,2014-03-08,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,32,
41693724,DAVID'S GARDEN,BROOKLYN,7610,5 AVENUE,11209,7183335336,Chinese,2014-03-27,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A
41653607,CHOP'T,MANHATTAN,18,EAST   23 STREET,10010,6467557837,Salads,2016-08-04,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,15,
50010039,HUNAN CHEN'S KITCHEN,MANHATTAN,1003,COLUMBUS AVE,10025,2122221118,Chinese,2015-10-19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,B
41475994,HAMPTON INN-HERALD SQUARE,MANHATTAN,116,WEST   31 STREET,10001,2129479700,American,2015-10-19,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,19,
41640818,RED OLIVE,MANHATTAN,660,LEXINGTON AVENUE,10022,2122078014,American,2015-11-09,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A
40401887,SPORTS MANIA BAR & GRILL,QUEENS,14367,243 STREET,11422,7185259521,American,2013-05-16,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,B
41680112,BERRYLICIOUS FROZEN YOGURT & COFFEE BAR,QUEENS,6948,MAIN ST,11367,7185923779,"Ice Cream, Gelato, Yogurt, Ices",2013-10-08,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21,
40716299,CHUCK E. CHEESE'S,STATEN ISLAND,1775,SOUTH AVENUE,10314,7184941395,Pizza,2015-06-25,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,33,
41429861,SING HING RESTAURANT,BROOKLYN,576,GRAND STREET,11211,7183880446,Chinese,2015-04-20,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,18,
41561941,Seoul Chicken,MANHATTAN,71,CLINTON STREET,10002,2125334781,Korean,2014-01-14,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A
41708751,SINGLECUT BEERSMITHS,QUEENS,1933,37 STREET,11105,7186060788,American,2013-04-20,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,
41573740,BURGER IT UP,BROOKLYN,146,KNICKERBOCKER AVENUE,11237,7182083601,American,2016-10-14,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,37,
41542191,MY FAMILY PIZZA,STATEN ISLAND,1032,CASTLETON AVENUE,10310,7188167700,Pizza/Italian,2014-02-19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,56,
41468049,AU BON PAIN,MANHATTAN,30,ROCKEFELLER PLAZA,10112,2127574628,Sandwiches/Salads/Mixed Buffet,2013-11-08,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,12,A
40537290,NORA'S PARK BENCH CAFE,BROOKLYN,3019,QUENTIN ROAD,11234,7183760033,American,2015-09-12,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,16,
41090234,KRYSTAL'S CAFE 81,MANHATTAN,81,EAST    7 STREET,10003,2124734900,Filipino,2014-10-31,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,
50001889,UMAMI BURGER,MANHATTAN,432,AVENUE OF THE AMERICAS,10011,2126778626,Hamburgers,2013-10-16,,,Not Applicable,0,
41026458,RICARDO STEAK HOUSE,MANHATTAN,2145,2 AVENUE,10029,2122895895,Steak,2014-09-09,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,10,A
50010063,WENDY'S,QUEENS,9013,METROPOLITAN AVE,11374,7182756221,American,2016-04-27,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A
40790556,BOSTON JERK-CITY RESTAURANT,BROOKLYN,1344,UTICA AVENUE,11203,7186293002,Caribbean,2016-01-16,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,18,
41704189,SALVO'S,MANHATTAN,1477,YORK AVENUE,10075,6465901925,Pizza/Italian,2013-09-26,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,28,C
40810032,AL-MEHRAN RESTAURANT,QUEENS,8746,PARSONS BOULEVARD,11432,7185235533,Indian,2014-04-17,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,19,
41719364,GOLDEN SAND SEAFOOD RESTAURANT,MANHATTAN,3941,EAST BROADWAY,10002,2122333359,Chinese,2015-09-23,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,15,
50016672,HAPPY FORTUNE II,STATEN ISLAND,770,MANOR RD,10314,7183708383,Chinese,2015-09-30,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,23,
50002091,NEW LUCKY GARDEN,BRONX,1587,WATSON AVE,10472,7183787888,Chinese,2013-09-21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A
41245794,EVILOLIVE PIZZA BAR,BROOKLYN,198,UNION AVENUE,11211,7183870707,Pizza,2015-12-12,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A
41504766,LA NUEVA COCINA RESTAURANT,BRONX,12,EAST KINGSBRIDGE ROAD,10468,7185617067,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-06-15,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,46,
50015282,BLUEBIRD FOOD & SPIRITS,BROOKLYN,504,FLATBUSH AVE,11225,7182820085,American,2016-08-26,04M,Live roaches present in facility's food and/or non-food areas.,Critical,22,B
50000124,PRET A MANGER,MANHATTAN,350,PARK AVE,10022,2123717540,American,2015-05-21,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,
41358740,DUNKIN' DONUTS,MANHATTAN,355,EAST   86 STREET,10028,2128764510,Donuts,2015-09-04,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22,
40383009,CHA CHA'S BACKYARD GARDEN BAR & CAFE,MANHATTAN,113,MULBERRY STREET,10013,2124319755,Italian,2016-03-21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,40,C
41711191,WONG'S KITCHEN,BROOKLYN,1525,FLATBUSH AVENUE,11210,7184214245,Chinese,2014-12-15,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,16,
41068451,GRAND OASIS RESTAURANT,QUEENS,1611,CENTRAL AVENUE,11691,7183274067,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2013-05-04,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27,B
50012561,STICKY'S FINGER JOINT,MANHATTAN,484,3RD AVE,10016,6464905856,Chicken,2015-01-17,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,
50047836,MARKET IPANEMA,MANHATTAN,66,KENMARE ST,10012,6463296144,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-04-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,
40866297,DOMINO'S,BROOKLYN,1772,RALPH AVENUE,11236,7187637007,Pizza,2015-11-04,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,53,C
40659758,ROTI BOTI RESTAURANT,QUEENS,2709,21 STREET,11102,7182787888,Pakistani,2016-05-19,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Ã‚Âº F to 70Ã‚Âº F or less within 2 hours, and from 70Ã‚Âº F to 41Ã‚Âº F or less within 4 additional hours.",Critical,25,
50014027,XIAO WEI MALA YABU,QUEENS,13655,ROOSEVELT AVE,11354,6466238886,Chinese,2016-10-03,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A
41415498,LOT 2,BROOKLYN,687,6 AVENUE,11215,7184995623,American,2014-04-09,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,
50009807,VILLA ERASAMO,QUEENS,6961,JUNIPER BLVD S,11379,7188948191,Italian,2015-04-02,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,23,
40573131,CANYON ROAD GRILL,MANHATTAN,1470,1 AVENUE,10075,2127341600,Mexican,2013-09-06,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,
41698151,DUNKIN' DONUTS,QUEENS,12903,NORTH CONDUIT AVENUE,11420,7186412404,Donuts,2013-10-07,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A
41410556,PARADOR CALENO,QUEENS,4507,47 AVENUE,11377,7189376700,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-09-17,04M,Live roaches present in facility's food and/or non-food areas.,Critical,36,
41721691,168 HI TEA,QUEENS,16711,UNION TURNPIKE,11366,7183801369,Chinese,2014-07-17,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,23,
41650542,LITTLE CAESARS,QUEENS,12707,MERRICK BOULEVARD,11434,7182765505,Pizza,2013-03-20,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12,A
40393051,FRIEND'S TAVERN,QUEENS,7811,ROOSEVELT AVENUE,11372,7183977256,"Bottled beverages, including water, sodas, juices, etc.",2015-04-02,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A
50011035,CITY WINGS  CAFE,MANHATTAN,347,1ST AVE,10010,2129828291,Chicken,2016-07-25,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,33,
50005299,ACEY DUCEY'S,QUEENS,10117,METROPOLITAN AVE,11375,7185755055,American,2014-04-15,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,39,
50012106,ABURI SUSHI,BROOKLYN,769,GRAND ST,11211,7183878815,Japanese,2015-04-29,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,
41194832,CUSTOM BURGERS,QUEENS,0,LAGUARDIA AIRPORT,11369,7184245693,American,2015-04-23,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A
41467407,CASA VIEJA RESTAURANT,BROOKLYN,6007,5 AVENUE,11220,7184393502,Mexican,2015-07-14,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,17,
41713226,CAFE MOFONGO,MANHATTAN,316,WEST   39 STREET,10018,2124650592,Barbecue,2013-10-25,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,16,
41401638,MADISON RESTAURANT,MANHATTAN,965,1 AVENUE,10022,2124210948,American,2015-02-26,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A
50001879,TWOSHA'S,BRONX,2576,THIRD AVE,10454,7186655428,American,2015-10-23,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,15,
50011525,CHELA & GARNACHA,QUEENS,3309,36TH AVE,11106,6462060404,Mexican,2015-01-16,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,
41561855,CIAO,MANHATTAN,178,MULBERRY STREET,10012,6465590640,Italian,2015-07-22,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,
41636999,KUNG FU TEA,QUEENS,8202,ROOSEVELT AVE,11372,7184245888,CafÃƒÂ©/Coffee/Tea,2013-08-07,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,29,C
40930657,OLIVE GARDEN,BROOKLYN,505,GATEWAY DRIVE,11239,7183481071,Italian,2015-03-02,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27,
41130819,TARALLUCCI E VINO,MANHATTAN,15,EAST 18 STREET,10003,2122285400,Italian,2015-07-10,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A
50032659,GREAT DRAGON LIN CHINESE RESTAURANT,BROOKLYN,4224,8TH AVE,11232,7188715300,Chinese,2015-12-02,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A
50043523,LUX Lounge,BROOKLYN,5918,FORT HAMILTON PKWY,11219,7183210783,Other,2016-04-26,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,
41397315,CAFE 27,MANHATTAN,250,WEST 27 STREET,10001,2127273663,American,2014-10-03,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A
41003300,BUMBLE & BUMBLE CAFE,MANHATTAN,146,EAST   56 STREET,10022,2125216562,CafÃƒÂ©/Coffee/Tea,2016-04-29,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,4,A
41198352,TAQUERIA EL GALLO AZTECA,STATEN ISLAND,75,VICTORY BOULEVARD,10301,7182736404,Mexican,2016-04-18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A
40883548,Toast,MANHATTAN,2737,BROADWAY,10025,2126637010,American,2015-09-01,04M,Live roaches present in facility's food and/or non-food areas.,Critical,19,
41643851,OFF THE HOOKAH,QUEENS,25112,HILLSIDE AVENUE,11426,5163555505,American,2016-05-09,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,
41460077,5 NAPKIN BURGER,MANHATTAN,2315,BROADWAY,10024,2123334488,Hamburgers,2015-03-19,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16,B
50034681,CROWN FRIED CHICKEN,BROOKLYN,2214,FULTON ST,11233,3474046066,Chicken,2016-06-27,04M,Live roaches present in facility's food and/or non-food areas.,Critical,33,
40814843,TRUFA RESTAURANT,MANHATTAN,3431,BROADWAY,10031,2122816165,Italian,2014-08-20,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,8,A
41108812,44 1/2 CAFE,MANHATTAN,626,10 AVENUE,10036,2123994450,American,2015-04-02,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12,A
50044403,HONG KONG DIM SUN,BROOKLYN,777,60TH ST,11220,7184390836,Chinese,2016-02-24,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,24,B
40402376,THE CENTURY ASSOCIATION,MANHATTAN,7,WEST   43 STREET,10036,2129440090,American,2014-02-03,09C,Food contact surface not properly maintained.,Not Critical,5,A
50011908,BUDDHA BODAI ONE VEGETARIAN RESTAURANT,MANHATTAN,5,MOTT ST,10013,2125668388,Vegetarian,2014-12-26,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,
40884999,DOC WINE BAR,BROOKLYN,83,NORTH    7 STREET,11249,7189631925,Italian,2014-05-29,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,19,B
41163307,TAQUERIA SAN PEDRO,MANHATTAN,3662,BROADWAY,10031,2124912644,Mexican,2014-03-03,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,20,
50003340,THE BAO SHOPPE,QUEENS,3066,STEINWAY ST,11103,7187771883,Asian,2016-05-24,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,P
50035885,GRAND ARMY BAR,BROOKLYN,336,STATE ST,11217,7184227867,Seafood,2015-06-03,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,30,
41473028,OLD SICHUAN CUISINE,MANHATTAN,65,BAYARD STREET,10013,2122279888,Chinese,2016-08-22,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A
41631799,PARM,MANHATTAN,248,MULBERRY STREET,10012,2129937189,Italian,2014-02-11,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,41,
50052103,BABY BRASA,MANHATTAN,129,ALLEN ST,10002,9173748085,Peruvian,2016-08-01,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,44,
41014875,CARNATION BAKERY,QUEENS,4605,KISSENA BOULEVARD,11355,7183218168,Bakery,2014-07-08,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,
50043409,SHORE ROAD DELI,BROOKLYN,9316,3RD AVE,11209,7187481065,American,2016-08-29,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,31,
41022628,PHO MEKONG,QUEENS,15632,NORTHERN BOULEVARD,11354,7188862070,Vietnamese/Cambodian/Malaysia,2014-08-26,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,17,
41238639,STARBUCKS,MANHATTAN,518,HUDSON STREET,10014,6464860524,CafÃƒÂ©/Coffee/Tea,2016-03-24,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A
41644127,OLEANDR RESTAURANT,BROOKLYN,410,BRIGHTON BEACH AVE,11235,7186485484,Russian,2013-03-19,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,12,A
40741728,WALLSE RESTARUANT,MANHATTAN,342344,WEST 11 STREET,10014,2123522300,German,2015-02-05,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,12,A
40922983,COSI,MANHATTAN,461,PARK AVENUE SOUTH,10016,2126343467,American,2015-02-19,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,13,A
41704465,KING HOUSE,QUEENS,10870,ROOSEVELT AVENUE,11368,7184269117,Chinese,2015-12-07,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,C
41470674,ONE AND ONE,MANHATTAN,12,1 AVENUE,10009,2125989126,Irish,2015-03-18,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,45,
41189848,SAMS FAMOUS PIZZA,MANHATTAN,150,EAST  116 STREET,10029,2123489437,Pizza,2013-09-28,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,11,A
41061355,THE DELANCEY,MANHATTAN,168,DELANCEY STREET,10002,2122549920,American,2015-12-29,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A
50037534,DIDI DUMPLING,MANHATTAN,38,LEXINGTON AVE,10010,2124666618,Chinese,2015-08-17,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,9,A
41583686,OLD BAKU,BROOKLYN,115,DITMAS AVENUE,11218,7185766399,Eastern European,2014-08-20,18D,"Failure to comply with an Order of the Board of Health, Commissioner, or Department.",Not Critical,0,
41475669,KING WOK KITCHEN,QUEENS,10829,ASCAN AVENUE,11375,7182633900,Chinese,2015-07-16,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,10,A
50036126,NEW YORK FRIED CHICKEN & PIZZA,BROOKLYN,2837,86TH ST,11223,7183730391,American,2016-05-25,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A
41459932,FARMERS PIZZA & GRILL,QUEENS,11725,FARMERS BOULEVARD,11412,7187232003,Pizza,2016-09-28,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21,Z
41670350,BREW COFFEEHOUSE,BRONX,3217,PHILIP AVENUE,10465,7186843302,CafÃƒÂ©/Coffee/Tea,2016-03-23,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,
50048023,MAIN HOUSE BBQ,BROOKLYN,6001,STRICKLAND AVE,11234,5163825068,Other,1900-01-01,,,Not Applicable,0,
41664655,POTBELLY SANDWICH WORKS,MANHATTAN,46,WEST   56 STREET,10019,3129510600,Sandwiches/Salads/Mixed Buffet,2015-12-28,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A
41719364,GOLDEN SAND SEAFOOD RESTAURANT,MANHATTAN,3941,EAST BROADWAY,10002,2122333359,Chinese,2015-03-23,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A
41025191,MCDONALD'S,BRONX,1540,WESTCHESTER AVENUE,10472,7188422981,Hamburgers,2013-12-19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,34,
41471562,ORNELLA TRATTORIA ITALIANA,QUEENS,2917,23 AVENUE,11105,7187779477,Italian,2013-05-22,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,58,
40750285,CROSSROADS (MARRIOTT MARQUIS),MANHATTAN,1535,BROADWAY,10036,2123981900,American,2014-04-14,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,28,
41688363,KOI SOHO,MANHATTAN,246,SPRING STREET,10013,2128424550,Japanese,2015-11-27,09C,Food contact surface not properly maintained.,Not Critical,9,A
41722730,AGRA HEIGHTS,BROOKLYN,226,WILSON AVENUE,11237,7184435700,Indian,2015-02-04,04M,Live roaches present in facility's food and/or non-food areas.,Critical,22,
40906725,WASHINGTON SQUARE CAFE,MANHATTAN,103,WAVERLY PLACE,10011,2122541200,American,2014-05-07,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,
41545605,KAVA CAFE,MANHATTAN,803,WASHINGTON STREET,10014,2122557495,CafÃƒÂ©/Coffee/Tea,2014-01-27,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,12,
41630950,CITY LINE PIZZA & PASTA,BROOKLYN,1224,LIBERTY AVENUE,11208,7182774992,Pizza,2015-01-26,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,17,
41301933,EAST BROADWAY RESTAURANT,MANHATTAN,94,EAST BROADWAY,10002,2126251080,Chinese,2014-08-29,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,29,
40380517,BARNEY GREENGRASS,MANHATTAN,541,AMSTERDAM AVENUE,10024,2127244707,American,2013-09-10,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,12,A
50006691,REYS PIZZERIA & RERSTAURANT,QUEENS,9513,NORTHERN BLVD,11372,7184240991,Pizza,2016-05-24,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,
41301275,TACOS MEXICO,QUEENS,10203,NORTHERN BOULEVARD,11368,7184241956,Mexican,2013-10-28,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17,
50015645,FRESH & DELICIOUS,BROOKLYN,1877,NOSTRAND AVE,11226,7182820001,Chinese,2016-05-23,04M,Live roaches present in facility's food and/or non-food areas.,Critical,15,
41246004,FLEX MUSSELS,MANHATTAN,174,EAST   82 STREET,10028,2127177772,American,2013-09-20,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,19,
